f_id,event_id,event_name_id,president,event_detail,event_address,event_date_end,event_time_end,event_date_start,event_time_start
6204,17710,4671,<blank>,<blank>,ณ ศาลา 14 วัดเทพศิรินทราวาส กรุงเทพฯ\r\n,0000-00-00,<blank>,2019-02-02,:
6204,17709,3828,<blank>,<blank>,ณ ศาลา 14 วัดเทพศิรินทราวาส กรุงเทพฯ\r\n,0000-00-00,<blank>,2019-02-01,:
6205,17711,18,<blank>,วันที่ 6 กุมภาพันธ์ 2562 สวดพระอภิธรรม 2 ชุด,ณ  ศาลา 6  วัดบึงทองหลาง ซอย ลาดพร้าว 101  กรุงเทพฯ,2019-02-06,<blank>,2019-02-01,19:00
6205,17712,2,<blank>,<blank>,ณ  วัดบึงทองหลาง ซอย ลาดพร้าว 101  กรุงเทพฯ,2019-02-07,<blank>,2019-02-07,16:00
6206,17713,18,<blank>,วันที่ 6 กุมภาพันธ์ 2562 สวดพระอภิธรรม 2 ชุด,ณ  ศาลา 6  วัดบึงทองหลาง ซอย ลาดพร้าว 101  กรุงเทพฯ,2019-02-06,<blank>,2019-02-01,19:00
6206,17714,2,<blank>,<blank>,ณ  วัดบึงทองหลาง ซอย ลาดพร้าว 101  กรุงเทพฯ,2019-02-07,<blank>,2019-02-07,16:00
6207,17715,18,<blank>,<blank>,ณ  วัดหนองน้ำขุ่น  อ.แกลง  จ.ระยอง  ,2019-02-05,19:45,2019-02-03,19:45
6207,17716,2,<blank>,<blank>,ณ  วัดหนองน้ำขุ่น  อ.แกลง  จ.ระยอง,0000-00-00,<blank>,2019-02-06,15:00
6208,17717,18,<blank>,<blank>,ณ  ศาลา 9  วัดโสมนัสวิหาร  กรุงเทพมหานคร,2019-02-07,18:30,2019-02-01,18:30
6208,17718,4585,<blank>,<blank>,ณ  วัดโสมนัสวิหาร  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-09,17:00
6209,17719,18,<blank>,<blank>,ณ  ศาลา 9  วัดโสมนัสวิหาร  กรุงเทพมหานคร,2019-02-07,18:30,2019-02-01,18:30
6209,17720,4585,<blank>,<blank>,ณ  วัดโสมนัสวิหาร  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-09,17:00
6210,17721,18,<blank>,<blank>,ณ  ศาลา 9  วัดโสมนัสวิหาร  กรุงเทพมหานคร,2019-02-07,18:30,2019-02-01,18:30
6210,17722,4585,<blank>,<blank>,ณ  วัดโสมนัสวิหาร  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-09,17:00
6211,17723,3835,<blank>,<blank>,ณ  ศาลา 4  วัดลาดพร้าว  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-07,17:00
6211,17724,18,<blank>,<blank>,ณ  ศาลา 4  วัดลาดพร้าว  กรุงเทพมหานคร ,2019-02-09,19:00,2019-02-07,19:00
6211,17725,2,<blank>,<blank>,ณ  วัดลาดพร้าว  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-10,15:00
6212,17726,3835,<blank>,<blank>,ณ  ศาลา 4  วัดลาดพร้าว  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-07,17:00
6212,17727,18,<blank>,<blank>,ณ  ศาลา 4  วัดลาดพร้าว  กรุงเทพมหานคร ,2019-02-09,19:00,2019-02-07,19:00
6212,17728,2,<blank>,<blank>,ณ  วัดลาดพร้าว  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-10,15:00
6213,17729,3835,<blank>,<blank>,ณ  ศาลา 4  วัดลาดพร้าว  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-07,17:00
6213,17730,18,<blank>,<blank>,ณ  ศาลา 4  วัดลาดพร้าว  กรุงเทพมหานคร ,2019-02-09,19:00,2019-02-07,19:00
6213,17731,2,<blank>,<blank>,ณ  วัดลาดพร้าว  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-10,15:00
6214,17732,18,<blank>,<blank>,ณ  วัดลิปะน้อย ตำบลลิปะน้อย อำเภอเกาะสมุย จังหวัดสุราษฎร์ธานี,2019-02-13,19:30,2019-02-09,19:30
6214,17733,2,<blank>,<blank>,ณ  วัดลิปะน้อย ตำบลลิปะน้อย อำเภอเกาะสมุย จังหวัดสุราษฎร์ธานี,0000-00-00,<blank>,2019-02-14,13:00
6215,17734,18,<blank>,<blank>,ณ  ศาลา  3  วัดจันทร์  ต. บางกรวย จ. นนทบุรี\r\n,2019-02-10,19:00,2019-02-09,19:00
6215,17735,2,<blank>,<blank>,ณ  ศาลา  3  วัดจันทร์  ต. บางกรวย จ. นนทบุรี,0000-00-00,<blank>,2019-02-11,17:00
6216,17736,18,<blank>,<blank>,ณ ศาลา 13  วัดพระศรีมหาธาตุวรมหาวิหาร  บางเขน  กรุงเทพมหานคร,2019-02-13,19:00,2019-02-09,19:00
6216,17737,2,<blank>,<blank>,ณ  พระศรีมหาธาตุวรมหาวิหาร  บางเขน  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-14,14:00
6217,17738,3,<blank>,<blank>,ณ  เมรุชั่วคราว  วัดอรัญญวิเวก ตำบลอินทขิล อำเภอแม่แตง จังหวัดเชียงใหม่,0000-00-00,<blank>,2019-02-16,15:00
6218,17739,3835,<blank>,<blank>,ณ  ศาลาเอนกประสงค์ ห้องกระจก  วัดไร่ขิงพระอารามหลวง  อำเภอสามพราน  จังหวัดนครปฐม,0000-00-00,<blank>,2019-02-10,17:00
6218,17740,18,<blank>,<blank>,ณ  ศาลาเอนกประสงค์ ห้องกระจก  วัดไร่ขิงพระอารามหลวง  อำเภอสามพราน  จังหวัดนครปฐม,2019-02-16,19:00,2019-02-10,19:00
6218,17741,2,<blank>,<blank>,ณ  วัดไร่ขิงพระอารามหลวง  อำเภอสามพราน  จังหวัดนครปฐม,0000-00-00,<blank>,2019-02-17,:
6219,17742,3835,<blank>,<blank>,ณ  ศาลาบัวทองอุทิศ  วัดบึงบัว  ซอยคุ้มเกล้า25  ถนนคุ้มเกล้า แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพฯ,0000-00-00,<blank>,2019-02-11,17:00
6219,17743,18,<blank>,<blank>,ณ  ศาลาบัวทองอุทิศ  วัดบึงบัว  ซอยคุ้มเกล้า25  ถนนคุ้มเกล้า แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพฯ,2019-02-13,19:30,2019-02-11,19:30
6219,17744,2,<blank>,<blank>,ณ วัดบึงบัว  ซอยคุ้มเกล้า25  ถนนคุ้มเกล้า แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพฯ,0000-00-00,<blank>,2019-02-14,17:00
6220,17745,3835,<blank>,<blank>,ณ  ศาลาบัวทองอุทิศ  วัดบึงบัว  ซอยคุ้มเกล้า25  ถนนคุ้มเกล้า แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพฯ,0000-00-00,<blank>,2019-02-11,17:00
6220,17746,18,<blank>,<blank>,ณ  ศาลาบัวทองอุทิศ  วัดบึงบัว  ซอยคุ้มเกล้า25  ถนนคุ้มเกล้า แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพฯ,2019-02-13,19:30,2019-02-11,19:30
6220,17747,2,<blank>,<blank>,ณ วัดบึงบัว  ซอยคุ้มเกล้า25  ถนนคุ้มเกล้า แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพฯ,0000-00-00,<blank>,2019-02-14,17:00
6221,17748,18,<blank>,<blank>,ณ  บ้านเลขที่ 32 หมู่ที่ 9 ต.โพนงาม  อ.อากาศอำนวย  จ.สกลนคร,2019-02-13,18:00,2019-02-12,18:00
6221,17749,2,<blank>,<blank>,ณ  ป่าช้า  วัดป่าเรไร,2019-02-14,16:00,2019-02-14,13:00
6222,17750,18,<blank>,<blank>,ณ  ศาลาอาบศรี  วัดบวรมงคล  ซอยจรัญสนิทวงศ์ 46  บางพลัด  บางกอกน้อย  กรุงเทพฯ  ,2019-02-16,19:00,2019-02-12,19:00
6222,17751,2,<blank>,<blank>,ณ  เมรุ  วัดบวรมงคล  ซอยจรัญสนิทวงศ์ 46  บางพลัด  บางกอกน้อย  กรุงเทพฯ  ,0000-00-00,<blank>,2019-02-18,17:00
6223,17752,18,<blank>,<blank>,ณ  วัดลาดพร้าว  เขตลาดพร้าว  กรุงเทพฯ,2019-02-11,19:00,2019-02-09,19:00
6223,17753,2,<blank>,<blank>,ณ  วัดลาดพร้าว  เขตลาดพร้าว  กรุงเทพฯ,0000-00-00,<blank>,2019-02-13,15:00
6224,17754,18,<blank>,<blank>,ณ  ศาลา 5  วัดลาดพร้าว  เขตลาดพร้าว  กรุงเทพฯ ,2019-02-12,19:00,2019-02-08,19:00
6224,17755,2,<blank>,<blank>,ณ  วัดลาดพร้าว  เขตลาดพร้าว  กรุงเทพฯ ,0000-00-00,<blank>,2019-02-13,17:00
6225,17756,18,<blank>,<blank>,ณ  ศาลา 2  วัดลาดพร้าว  เขตลาดพร้าว  กรุงเทพฯ  ,2019-02-13,19:00,2019-02-07,19:00
6225,17757,2,<blank>,<blank>,ณ  เมรุวัดลาดพร้าว  เขตลาดพร้าว  กรุงเทพฯ  ,0000-00-00,<blank>,2019-02-14,17:00
6226,17758,3835,<blank>,<blank>,ณ  วัดชีแวะ  อ.เมือง  จ.ลพบุรี,0000-00-00,<blank>,2019-02-13,16:00
6226,17759,18,<blank>,<blank>,ณ  วัดชีแวะ  อ.เมือง  จ.ลพบุรี,2019-02-15,19:30,2019-02-13,19:30
6226,17760,2,<blank>,<blank>,ณ  วัดชีแวะ  อ.เมือง  จ.ลพบุรี,0000-00-00,<blank>,2019-02-16,15:30
6227,17761,3835,<blank>,<blank>,ณ  ศาลานุ่ม นิล ลูกอินทร์ อนุสรณ์ วัดป่าสุทธาวาส อ.เมือง จ.สกลนคร,0000-00-00,<blank>,2019-02-11,16:00
6227,17762,4286,<blank>,<blank>,ณ  ศาลานุ่ม นิล ลูกอินทร์ อนุสรณ์ วัดป่าสุทธาวาส อ.เมือง จ.สกลนคร,0000-00-00,<blank>,2019-02-11,17:00
6227,17763,18,<blank>,<blank>,ณ  ศาลานุ่ม นิล ลูกอินทร์ อนุสรณ์ วัดป่าสุทธาวาส อ.เมือง จ.สกลนคร,2019-02-15,19:00,2019-02-12,19:00
6227,17764,2,<blank>,<blank>,ณ  วัดป่าสุทธาวาส อ.เมือง จ.สกลนคร,0000-00-00,<blank>,2019-02-16,16:00
6228,17765,2,<blank>,<blank>,ณ  วัดราชสิงขร ถ.เจริญกรุง  กรุงเทพมหานคร ,0000-00-00,<blank>,2019-02-16,16:00
6229,17766,2,<blank>,<blank>,ณ  วัดราชสิงขร ถ.เจริญกรุง  กรุงเทพมหานคร ,0000-00-00,<blank>,2019-02-16,16:00
6230,17767,4596,<blank>,<blank>,ณ  วัดอัครเทวดามีคาแอล แขวงอนุสาวรีย์  เขตบางเขน กรุงเทพฯ,2019-02-17,19:15,2019-02-12,19:45
6230,17768,4675,<blank>,<blank>,ณ  วัดอัครเทวดามีคาแอล แขวงอนุสาวรีย์  เขตบางเขน กรุงเทพฯ,0000-00-00,<blank>,2019-02-18,10:00
6230,17769,4674,<blank>,<blank>,ณ  วัดพระวิสุทธิวงศ์ ต3ลำไทร อ.ลำลูกกา จ.ปทุมธานี ,0000-00-00,<blank>,2019-02-18,<blank>
6231,17770,4596,<blank>,<blank>,ณ  วัดอัครเทวดามีคาแอล แขวงอนุสาวรีย์  เขตบางเขน กรุงเทพฯ,2019-02-17,19:15,2019-02-12,19:45
6231,17771,4675,<blank>,<blank>,ณ  วัดอัครเทวดามีคาแอล แขวงอนุสาวรีย์  เขตบางเขน กรุงเทพฯ,0000-00-00,<blank>,2019-02-18,10:00
6231,17772,4674,<blank>,<blank>,ณ  วัดพระวิสุทธิวงศ์ ต3ลำไทร อ.ลำลูกกา จ.ปทุมธานี ,0000-00-00,<blank>,2019-02-18,<blank>
6232,17773,18,<blank>,***วันที่ 19 กุมภาพันธ์ 2562  งดสวดพระอภิธรรม***,ณ  ศาลา 16  วัดพระศรีมหาธาตุุวรวิหาร  บางเขน  กรุงเทพฯ  ,2019-02-23,18:30,2019-02-16,18:30
6232,17775,2,<blank>,<blank>,ณ  เมรุ 1  วัดพระศรีมหาธาตุุวรวิหาร บางเขน กรุงเทพฯ\r\n,0000-00-00,<blank>,2019-02-24,:
6233,17776,18,<blank>,***วันอังคารที่  19 กุมภาพันธ์ 2562*** งดสวดพระอภิธรรม,ณ  ศาลา 3  ตะวันตก  วัดบางไผ่(พระอารามหลวง)  ต.บางรักพัฒนา  อ.บางบัวทอง   จ.นนทบุรี,2019-02-20,19:00,2019-02-16,18:30
6233,17777,2,<blank>,<blank>,ณ เมรุวัดบางไผ่(พระอารามหลวง)  ต.บางรักพัฒนา  อ.บางบัวทอง   จ.นนทบุรี,0000-00-00,<blank>,2019-02-21,16:00
6234,17778,1,<blank>,<blank>,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ศาลา15,2019-02-24,19:00,2019-02-20,19:00
6234,17779,10,<blank>,<blank>,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ศาลา15,0000-00-00,<blank>,2019-02-25,15:00
6234,17780,17,<blank>,เวลา 12.00น. เคลื่อนศพไปบรรจุ ณ.สุสานสมาคมเตี้ยเอี้ย,วัดเทพศิรินทราวาส ตำบลวัดเทพศิรินทร์ จังหวัดกรุงเทพมหานคร   ศาลา15,0000-00-00,<blank>,2019-02-26,9:00
6235,17781,1,<blank>,ศาลา15,วัดเทพศิรินทราวาสราชวรวิหาร 1464 ถนน กรุงเกษม แขวง วัดเทพศิรินทร์ เขต ป้อมปราบศัตรูพ่าย กรุงเทพมหานคร 10100,2019-02-24,19:00,2019-02-20,19:00
6235,17782,10,<blank>,<blank>,วัดเทพศิรินทราวาสราชวรวิหาร,0000-00-00,<blank>,2019-02-24,15:00
6235,17783,4436,<blank>,เวลา12.00น เคลื่อนศพไปฝัง ณ สุสานสมาคมเตี้ยเอี้ย,วัดเทพศิรินทราวาสราชวรวิหาร,0000-00-00,<blank>,2019-02-26,9:00
6236,17784,18,<blank>,<blank>,ณ  ศาลา 4  วัดธาตุทอง  กรุงเทพมหานคร,2019-02-24,19:00,2019-02-18,19:00
6236,17785,2,<blank>,<blank>,ณ  วัดธาตุทอง  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-25,17:00
6237,17786,3835,<blank>,<blank>,ณ  วัดละหาร  ถนน บางกรวย - ไทรน้อย ตำบล บางบัวทอง อำเภอ บางบัวทอง นนทบุรี,0000-00-00,<blank>,2019-02-18,17:00
6237,17787,18,<blank>,***วันที่ 18 กุมภาพันธ์ 2562  สวดพระอภิธรรม 2 รอบ  เวลา 18.30 น. และ เวลา  19.30 น. *** วันที่ 19  กุมภาพันธ์  2562  งดสวดพระอภิธรรม  ***,ณ  วัดละหาร  ถนน บางกรวย - ไทรน้อย ตำบล บางบัวทอง อำเภอ บางบัวทอง นนทบุรี,2019-02-20,19:00,2019-02-18,18:30
6237,17788,2,<blank>,<blank>,ณ  เมรุหน้า  วัดละหาร  ถนน บางกรวย - ไทรน้อย ตำบล บางบัวทอง อำเภอ บางบัวทอง นนทบุรี,0000-00-00,<blank>,2019-02-21,14:00
6238,17789,18,<blank>,<blank>,ณ  ศาลา 14  วัดเทพศิรินทราวาส  กรุงเทพมหานคร,2019-02-24,19:00,2019-02-20,19:00
6238,17790,10,<blank>,<blank>,ณ  ศาลา 14  วัดเทพศิรินทราวาส  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-25,<blank>
6238,17791,4336,<blank>,<blank>,ณ  ศาลา 14  วัดเทพศิรินทราวาส  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-26,9:00
6238,17792,2,<blank>,<blank>,ณ  วัดเทพศิรินทราวาส  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-26,14:00
6239,17793,18,<blank>,<blank>,ณ  ศาลา 14  วัดเทพศิรินทราวาส  กรุงเทพมหานคร,2019-02-24,19:00,2019-02-20,19:00
6239,17794,10,<blank>,<blank>,ณ  ศาลา 14  วัดเทพศิรินทราวาส  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-25,<blank>
6239,17795,4336,<blank>,<blank>,ณ  ศาลา 14  วัดเทพศิรินทราวาส  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-26,9:00
6239,17796,2,<blank>,<blank>,ณ  วัดเทพศิรินทราวาส  กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-26,14:00
6240,17797,2,<blank>,<blank>,ณ  วัดน้ำกระจาย  ม.2  ต.พะวง  อ.เมือง  จ.สงขลา,0000-00-00,<blank>,2019-02-21,<blank>
6241,17798,2,<blank>,<blank>,ณ  วัดมกุฏกษัตริยาราม   กรุงเทพฯ  ,0000-00-00,<blank>,2019-02-25,18:00
6242,17799,21,<blank>,<blank>,ณ  วัดมกุฏกษัตริยาราม   กรุงเทพมหานคร ,0000-00-00,<blank>,2019-02-26,16:30
6243,17800,3835,<blank>,<blank>,ณ  ศาลา 13  วัดพระศรีมหาธาตุวรมหาวิหาร  บางเขน  กรุงเทพฯ  ,0000-00-00,<blank>,2019-02-17,16:00
6243,17801,4286,<blank>,<blank>,ณ  ศาลา 13  วัดพระศรีมหาธาตุวรมหาวิหาร  บางเขน  กรุงเทพฯ ,0000-00-00,<blank>,2019-02-17,18:00
6243,17802,18,<blank>,*** วันที่ 19  กุมภาพันธ์  2562 ***งดพิธีกรรม,ณ  ศาลา 13  วัดพระศรีมหาธาตุวรมหาวิหาร  บางเขน  กรุงเทพฯ ,2019-02-22,18:30,2019-02-18,18:30
6243,17803,21,<blank>,<blank>,ณ  เมรุ 2  วัดพระศรีมหาธาตุวรมหาวิหาร  บางเขน  กรุงเทพฯ ,0000-00-00,<blank>,2019-02-23,17:00
6244,17804,18,<blank>,<blank>,ณ  ศาลา2 วัดแจ้งศิริสัมพันธ์  ถนนนนทบุรี ต.บางกระสอ อ.เมือง จ.นนทบุรี,2019-02-24,19:00,2019-02-20,19:00
6244,17805,2,<blank>,<blank>,ณ  วัดแจ้งศิริสัมพันธ์  ถนนนนทบุรี ต.บางกระสอ อ.เมือง จ.นนทบุรี,0000-00-00,<blank>,2019-02-25,16:00
6245,17806,3835,<blank>,<blank>,ณ  ศาลา 1  วัดชลประทานรังสฤษดิ์  อ.ปากเกร็ด  จ.นนทบุรี ,0000-00-00,<blank>,2019-02-25,16:00
6245,17807,4268,<blank>,<blank>,ณ  ศาลา 1  วัดชลประทานรังสฤษดิ์  อ.ปากเกร็ด  จ.นนทบุรี,0000-00-00,<blank>,2019-02-25,17:30
6245,17808,18,<blank>,<blank>,ณ  ศาลา 1  วัดชลประทานรังสฤษดิ์  อ.ปากเกร็ด  จ.นนทบุรี ,2019-03-01,19:00,2019-02-25,19:00
6245,17809,21,<blank>,<blank>,ณ วัดชลประทานรังสฤษดิ์  อ.ปากเกร็ด  จ.นนทบุรี ,0000-00-00,<blank>,2019-03-02,16:30
6246,17810,18,<blank>,***วันที่ 26 กุมภาพันธ์ 2562  สโมสรโรตารีพระสมุทรเจดีย์  เป็นเจ้าภาพสวดพระอภิธรรม***,ณ วัดชมนิมิต ซ.สุขสวัสดิ์ 74  ถ.สุขสวัสดิ์ ต.บางครุ อ.พระประแดง จ.สมุทรปราการ ,2019-02-26,19:00,2019-02-23,19:00
6246,17814,2,<blank>,<blank>,ณ วัดชมนิมิต ซ.สุขสวัสดิ์ 74 ถ.สุขสวัสดิ์ ต.บางครุ อ.พระประแดง จ.สมุทรปราการ,0000-00-00,<blank>,2019-02-28,18:00
6246,17813,3828,<blank>,<blank>,ณ วัดชมนิมิต ซ.สุขสวัสดิ์ 74 ถ.สุขสวัสดิ์ ต.บางครุ อ.พระประแดง จ.สมุทรปราการ\r\n,0000-00-00,<blank>,2019-02-27,:
6247,17815,2,<blank>,<blank>,ณ  วัดธาตุทอง   กรุงเทพมหานคร,0000-00-00,<blank>,2019-02-27,17:00
6248,17816,3835,<blank>,<blank>,ณ ศาลากลางวัด วัดใหญ่ชัยมงคล\r\nตำบลท่าวัง อำเภอเมือง จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-02-25,17:00
6248,17817,4286,<blank>,<blank>,ณ ศาลากลางวัด วัดใหญ่ชัยมงคล\r\nตำบลท่าวัง อำเภอเมือง จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-02-25,18:30
6248,17818,18,<blank>,<blank>,ณ ศาลากลางวัด วัดใหญ่ชัยมงคล\r\nตำบลท่าวัง อำเภอเมือง จังหวัดนครศรีธรรมราช,2019-03-01,19:30,2019-02-26,19:30
6248,17819,2,<blank>,<blank>,ณ วัดใหญ่ชัยมงคล\r\nตำบลท่าวัง อำเภอเมือง จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-03-02,15:00
6249,17820,3835,<blank>,<blank>,ณ ศาลากลางวัด วัดใหญ่ชัยมงคล\r\nตำบลท่าวัง อำเภอเมือง จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-02-25,17:00
6249,17821,4286,<blank>,<blank>,ณ ศาลากลางวัด วัดใหญ่ชัยมงคล\r\nตำบลท่าวัง อำเภอเมือง จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-02-25,18:30
6249,17822,18,<blank>,<blank>,ณ ศาลากลางวัด วัดใหญ่ชัยมงคล\r\nตำบลท่าวัง อำเภอเมือง จังหวัดนครศรีธรรมราช,2019-03-01,19:30,2019-02-26,19:30
6249,17823,2,<blank>,<blank>,ณ วัดใหญ่ชัยมงคล\r\nตำบลท่าวัง อำเภอเมือง จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-03-02,15:00
6250,17824,18,<blank>,<blank>,ณ  ศาลา 4 วัดเสม็ด  ต.เสม็ด  อ.เมือง  จ.ชลบุรี,2019-03-02,<blank>,2019-02-26,<blank>
6250,17825,2,<blank>,<blank>,ณ วัดเสม็ด  ต.เสม็ด  อ.เมือง  จ.ชลบุรี,0000-00-00,<blank>,2019-03-03,<blank>
6251,17826,18,<blank>,<blank>,ณ  ศาลา 4 วัดเสม็ด  ต.เสม็ด  อ.เมือง  จ.ชลบุรี,2019-03-02,<blank>,2019-02-26,<blank>
6251,17827,2,<blank>,<blank>,ณ วัดเสม็ด  ต.เสม็ด  อ.เมือง  จ.ชลบุรี,0000-00-00,<blank>,2019-03-03,<blank>
6252,17828,3835,<blank>,<blank>,ณ  วัดดอนนนท์  หมู่ที่ 4  ตำบลทุ่งปรัง อำเภอสิชล จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-02-25,13:00
6252,17829,18,<blank>,<blank>,ณ  วัดดอนนนท์  หมู่ที่ 4  ตำบลทุ่งปรัง อำเภอสิชล จังหวัดนครศรีธรรมราช,2019-03-01,19:00,2019-02-25,19:00
6252,17830,2,<blank>,<blank>,ณ  วัดดอนนนท์  หมู่ที่ 4  ตำบลทุ่งปรัง อำเภอสิชล จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-03-02,13:00
6253,17831,3835,<blank>,<blank>,ณ  วัดดอนนนท์  หมู่ที่ 4  ตำบลทุ่งปรัง อำเภอสิชล จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-02-25,13:00
6253,17832,18,<blank>,<blank>,ณ  วัดดอนนนท์  หมู่ที่ 4  ตำบลทุ่งปรัง อำเภอสิชล จังหวัดนครศรีธรรมราช,2019-03-01,19:00,2019-02-25,19:00
6253,17833,2,<blank>,<blank>,ณ  วัดดอนนนท์  หมู่ที่ 4  ตำบลทุ่งปรัง อำเภอสิชล จังหวัดนครศรีธรรมราช,0000-00-00,<blank>,2019-03-02,13:00
6254,17834,21,<blank>,<blank>,ณ  เมรุวัดมกุฏกษัตริยาราม  กรุงเทพมหานคร,0000-00-00,<blank>,2019-03-02,14:00
6255,17835,4286,<blank>,<blank>,ณ  ศาลา 14  วัดเทพศิรินทราวาสราชวรวิหาร  กรุงเทพมหานคร,0000-00-00,<blank>,2019-03-02,19:00
6255,17836,21,<blank>,<blank>,ณ  วัดเทพศิรินทราวาสราชวรวิหาร  กรุงเทพมหานคร,0000-00-00,<blank>,2019-03-03,17:00
6256,17837,3835,<blank>,<blank>,ณ วัดคูขุด ต.คูขุด อ.สทิงพระ จ.สงขลา,0000-00-00,<blank>,2019-02-27,16:00
6256,17838,18,<blank>,<blank>,ณ วัดคูขุด ต.คูขุด อ.สทิงพระ จ.สงขลา,2019-03-01,<blank>,2019-02-27,<blank>
6256,17839,2,<blank>,<blank>,ณ วัดคูขุด ต.คูขุด อ.สทิงพระ จ.สงขลา,0000-00-00,<blank>,2019-03-02,<blank>
6257,17840,18,<blank>,<blank>,ณ  ศาลา 3  วัดท่าพระ  แขวง วัดท่าพระ เขต บางกอกใหญ่ กรุงเทพมหานคร 10600,2019-03-03,<blank>,2019-03-01,<blank>
6257,17841,2,<blank>,<blank>,ณ  วัดท่าพระ  แขวง วัดท่าพระ เขต บางกอกใหญ่ กรุงเทพมหานคร 10600,0000-00-00,<blank>,2019-03-04,17:00
6258,17842,2,<blank>,<blank>,ณ วัดเชิงคีรี  ต.ปากแพรก  อ.สวี  จ.ชุมพร​\r\n,0000-00-00,<blank>,2019-03-07,13:00
6259,17843,28,<blank>,<blank>,ณ  ศาลา 10  วัดมกุฏกษัตริยาราม  กรุงเทพมหานคร,2019-03-01,19:00,2019-02-27,19:00
6259,17844,18,<blank>,<blank>,ณ  ศาลา 10  วัดมกุฏกษัตริยาราม  กรุงเทพมหานคร,2019-03-05,19:00,2019-03-02,19:00
6259,17845,3836,<blank>,<blank>,ณ  ศาลา 10  วัดมกุฏกษัตริยาราม  กรุงเทพมหานคร,0000-00-00,<blank>,2019-03-05,20:00
6260,17846,18,<blank>,<blank>,ณ ศาลาธรรมซึ่งตั้งอยู่ด้านข้างอุโบสถขาว  วัดร่องขุ่น ต.ป่าอ้อดอนชัย อ.เมืองเชียงราย จ.เชียงราย,2019-03-10,19:30,2019-03-05,19:30
6260,17847,2,<blank>,<blank>,ณ  สุสานรวมใจร่องขุ่น สันทรายน้อย  ต.ป่าอ้อดอนชัย อ.เมืองเชียงราย จ.เชียงราย,0000-00-00,<blank>,2019-03-11,14:00
6261,17848,3835,<blank>,<blank>,ณ  ศาลา 6  วัดศรีเอี่ยม  กรุงเทพมหานคร,0000-00-00,<blank>,2019-03-04,16:30
6261,17849,18,<blank>,<blank>,ณ  ศาลา 6  วัดศรีเอี่ยม  กรุงเทพมหานคร,2019-03-08,19:00,2019-03-04,19:00
6261,17850,2,<blank>,<blank>,ณ วัดศรีเอี่ยม  กรุงเทพมหานคร,0000-00-00,<blank>,2019-03-09,17:00
6262,17851,4676,<blank>,<blank>,ณ ศาลาสันติสุข วัดนักบุญเปโตร ถ.เพชรเกษม อ.สามพราน จ.นครปฐม,2019-03-06,20:00,2019-03-02,20:00
6262,17852,4392,<blank>,<blank>,ณ ศาลาสันติสุข วัดนักบุญเปโตร ถ.เพชรเกษม อ.สามพราน จ.นครปฐม,0000-00-00,<blank>,2019-03-07,10:00
6263,17853,18,<blank>,<blank>,ณ  ศาลาสุชิน วัดชัยมงคล ต.ปากน้ำ อ.เมือง จ.สมุทรปราการ  ,2019-03-11,19:00,2019-03-05,19:00
6263,17854,2,<blank>,<blank>,ณ วัดชัยมงคล ต.ปากน้ำ อ.เมือง จ.สมุทรปราการ ,0000-00-00,<blank>,2019-03-12,17:00
6264,17855,18,<blank>,<blank>,ณ ศาลา 10  วัดหัวลำโพง เขตปทุมวัน กรุงเทพมหานคร ,2019-03-06,19:00,2019-03-05,19:00
