shop_id,shop_fax,shop_desc,shop_name,shop_site,shop_time,shop_email,shop_provi,shop_amphur,shop_address,shop_district,shop_province,shop_telephone
595,<blank>,จำหน่ายและรับจัด ดอกไม้สด,วี เอฟ ฟลาวเวอร์ 2,<blank>,ทำการทุกวัน 07:00-21:30,<blank>,นนทบุรี   ,ไทรน้อย   ,14/33  บางกรวย-ไทรน้อย ตำบลบางกรวย อำเภอบางกรวย นนทบุรี 11130,ไทรน้อย   ,3,024470704
596,<blank>,จำหน่ายและรับจัด ดอกไม้สดและดอกไม้แห้ง,เอื้องฟ้ากร,<blank>,ทำการทุกวัน 05:00-20:00,<blank>,นนทบุรี   ,เมืองนนทบุรี   ,79/41  ติวานนท์ ตำบลตลาดขวัญ อำเภอเมืองนนทบุรี นนทบุรี 11000,ตลาดขวัญ   ,3,"025277100,029688873"
597,<blank>,จำหน่ายและรับจัด ดอกไม้สด,ร้าน จุฑามาศ,<blank>,ทำการทุกวัน 06:00-19:00,<blank>,นนทบุรี   ,ไทรน้อย   ,48/1 หมู่ 1  บางกรวย-ไทรน้อย ตำบลบางกรวย อำเภอบางกรวย นนทบุรี 11130,ไทรน้อย   ,3,"028794293,024466505"
598,<blank>,จำหน่ายและรับจัด ดอกไม้สดและดอกไม้แห้ง,ร้าน ธนพรรณ,<blank>,<blank>,<blank>,นนทบุรี   ,เมืองนนทบุรี   ,112/12  ประชาราษฎร์ ตำบลสวนใหญ่ อำเภอเมืองนนทบุรี นนทบุรี 11000,สวนใหญ่   ,3,025263705
599,<blank>,รับจัดดอกไม้สด ดอกไม้แห้ง จำหน่ายการ์ด ของชำร่วย บริการให้เช่าชุดวิวาห์ ศูนย์มงคลสมรสครบวงจร,ไอริส,http://www.irisflowerwedding.com,ทำการทุกวัน 08:30-19:00,irisinfo@irisflowerwedding.com,ปทุมธานี   ,เมืองปทุมธานี   ,18/260-2  กท-ปทุม ตำบลบางปรอก อำเภอเมืองปทุมธานี ปทุมธานี 12000,บางปรอก   ,4,"025813492,0807725000"
600,<blank>,ขายดอกไม้,ร้าน แม่บุญช่วย,<blank>,ทำการทุกวัน 06:00-20:00,<blank>,นครราชสีมา   ,เมืองนครราชสีมา   ,75-8  ตลาดแม่กิมเฮง  โพธิ์กลาง ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000,ในเมือง   ,19,044267228
601,<blank>,จำหน่ายดอกไม้สด ดอกไม้แห้ง,ร้าน อ้วนดอกไม้สด,<blank>,ทำการทุกวัน 07:00-18:00,<blank>,นครราชสีมา   ,เมืองนครราชสีมา   ,006  ตลาดสดแม่กิมเฮง  สุรนารี ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000,ในเมือง   ,19,044268236
602,042613736,ดอกไม้,บุษบา ร้านดอกไม้,http://www.budsabafloristmukdahan.spaces.live.com,ทำการทุกวัน 08:30-20:30,rick_srs@hotmail.com,มุกดาหาร   ,พนม   ,42/67  พิทักษ์พนมเขต ตำบลมุกดาหาร อำเภอเมืองมุกดาหาร มุกดาหาร 49000,มุกดาหาร,37,"042630215,0816014303,0813900411"
603,<blank>,<blank>,ร้าน ช่อมาลี,<blank>,ทำการทุกวัน 09:00-18:00,<blank>,อุดรธานี   ,เมืองอุดรธานี   ,124/22  ศรีสุข ตำบลหมากแข้ง อำเภอเมืองอุดรธานี อุดรธานี 41000,หมากแข้ง,29,042327548
604,<blank>,พวงหรีด ช่อแจกัน ทุกชนิด จัดงานนอก และบริการจัดดอกไม้ ทั้งในและนอกสถานที่,บุษรินทร์ ร้านดอกไม้,<blank>,ทำการทุกวัน 08:00-21:00,<blank>,กรุงเทพมหานคร,พระนคร,70  ประชาธิปไตย แขวงบ้านพานถม เขตพระนคร กทม 10200,บ้านพานถม   ,1,026292608
605,<blank>,<blank>,ร้าน พี เอ็น ฟลอริสท์,<blank>,ทำการทุกวัน 07:00-20:00,<blank>,นครศรีธรรมราช   ,เมืองนครราชสีมา,351/126 หมู่ 5  ราชดำเนิน   นครศรีธรรมราช 80000,ราชดำเนิน,63,"075311670,075344598"
606,<blank>,ขายพวงมาลัย,นิพนธ์ แผง,<blank>,ทำการทุกวัน 00:00-00:00,<blank>,จันทบุรี   ,เมืองจันทบุรี   ,ตลาดซุ้ย  ถนนสร้อยสุวรรณ ตำบลวัดใหม่ อำเภอเมืองจันทบุรี จันทบุรี 22000,ตลาด   ,13,"039327776,039312026"
607,<blank>,ขายปลีกดอกไม้สด และรับจัด,บุญส่ง สมตระกูล แผง,<blank>,ทำการทุกวัน 06:00-18:00,<blank>,ตราด   ,เมืองตราด   ,ตลาดสด 2  ถนนตัดใหม่ ตำบลบางพระ อำเภอเมืองตราด ตราด 23000,ตลาด   ,14,039522894
608,<blank>,<blank>,ตั้งหอวัฒนพาณิชย์,<blank>,<blank>,<blank>,กรุงเทพมหานคร,ทวีวัฒนา,60/12 หมู่ 1  เลียบคลองทวีวัฒนา แขวงทวีวัฒนา เขตทวีวัฒนา กทม 10170,ทวีวัฒนา   ,1,028067875
609,<blank>,จำหน่ายดอกไม้สดและจัดดอกไม้ โทรสั่ง ล่วงหน้า 1 วัน บริการจัดส่งภายในระยะทาง 10 กิโลเมตร,สุธี สังข์ยิ้ม แผง,<blank>,ทำการทุกวัน 05:00-18:00,<blank>,นนทบุรี   ,บางบัวทอง   ,37-52  ตลาดบางบัวทอง  เทศบาล 3 ตำบลบางบัวทอง อำเภอบางบัวทอง นนทบุรี 11110,บางบัวทอง   ,3,029202926
610,022819829,จำหน่ายและรับจัดดอกไม้ ทั้งในและนอกสถานที่ในงานต่างๆ,ร้าน โปรเกรสออคิด,<blank>,จันทร์-ศุกร์ 07:00-20:00 เสาร์ 06:00-20:00,<blank>,กรุงเทพมหานคร,พระนคร,78/7  ประชาธิปไตย แขวงบ้านพานถม เขตพระนคร กทม 10200,บ้านพานถม   ,1,022812703
611,027454589,รับจัดดอกไม้สด ดอกไม้ประดิษฐ์ แจกัน กระเช้า ช่อบู้เก้ พวงรีด มาลัยแต่งงาน ดอกไม้ประดับโพเดี่ยม ห้องประชุม รับจัดทั้งในและนอกสถานที่ และมีบริการส่งถึงที่ และจำหน่ายดอกไม้,ร้าน ขาวฟลอรีสท์,<blank>,ทำการทุกวัน 07:30-19:00,<blank>,กรุงเทพมหานคร,บางนา   ,3344 ซอยวัดบางนาใน สุขุมวิท แขวงบางนา เขตบางนา กทม 10260,บางนา   ,1,"023933039,0816226036"
612,<blank>,จำหน่ายและบริการจัดดอกไม้ ทั้งในและนอกสถานที่ในงานต่างๆ,พรพรรณ หงส์นันทน์ แผง,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,กรุงเทพมหานคร,บางรัก   ,5-6  ตลาดเก่าสีลม  สีลม แขวงสีลม เขตบางรัก กทม 10500,ตลาด   ,1,"022348174,022353385"
613,<blank>,"จำหน่ายดอกไม้เป็นกระเช้าช่อ พวงหรีด, หนังสือ",ร้าน บลูมบลิส,<blank>,จันทร์-ศุกร์ 08:00-17:00,<blank>,กรุงเทพมหานคร,ปทุมวัน   ,93/1  วิทยุ แขวงลุมพินี เขตปทุมวัน กทม 10330,ลุมพินี   ,1,022522420
614,022755140,รับจัดดอกไม้ทั้งในและนอกสถานที่ บริการส่ง,ปริ้นเซสส์ ร้านดอกไม้,<blank>,จันทร์-ศุกร์ 08:00-20:00,<blank>,กรุงเทพมหานคร,โชคชัย   ,174/8 ซอยโชคชัยร่วมมิตร รัชดาภิเษก แขวงดินแดง เขตดินแดง กทม 10320,ดินแดง   ,1,022770814
615,<blank>,รับจัดดอกไม้สดเช่น กระเช้า ช่อดอกไม้,พัชรา แป้นแก้ว แผง,<blank>,ทำการทุกวัน 07:00-18:00,<blank>,กรุงเทพมหานคร,พระนคร,117  ตลาดส่งเสริมเกษตรไทย  แขวงวังบูรพาภิรมย์ แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,ตลาด   ,1,022239815
616,<blank>,รับจัดดอกไม้สดเช่น กระเช้า ช่อดอกไม้,พัชรา แป้นแก้ว แผง,<blank>,ทำการทุกวัน 07:00-18:00,<blank>,กรุงเทพมหานคร,พระนคร,104  บ้านหม้อ แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,บ้านหม้อ   ,1,026238212-3
617,<blank>,"ดอกไม้-ขายปลีก, รับจัดช่อ, จัดนอกสถานที่",พีรายุ ร้านดอกไม้,http://www.peerayu.com,ทำการทุกวัน 06:00-20:00,<blank>,กรุงเทพมหานคร,พญาไท   ,212/5  พหลโยธิน แขวงสามเสนใน เขตพญาไท กทม 10400,สามเสนใน   ,1,"022712413,022798030"
618,<blank>,รับจัดดอกไม้ ร้านดอกไม้,ร้าน นิยาฟลอรีส,<blank>,ทำการทุกวัน 08:00-17:00,<blank>,ราชบุรี   ,บ้านโป่ง   ,123  ริมน้ำ ตำบลบ้านโป่ง อำเภอบ้านโป่ง ราชบุรี 70110,บ้านโป่ง,55,032343693
619,<blank>,<blank>,ร้าน เจ๊เพลินขายดอกไม้,<blank>,ทำการทุกวัน 00:00-24:00,<blank>,ระยอง   ,เมืองระยอง   ,ตลาดศูนย์ 2 ซอย 3 ถนนศูนย์การค้าสาย 3 ตำบลท่าประดู่ อำเภอเมืองระยอง ระยอง 21000,ตลาด   ,12,038860296
620,<blank>,"รับจัดดอกไม้, จำหน่าย, ตกแต่ง, ปลูก",ร้าน ฟอร์ ยู ดอกไม้สด,<blank>,ทำการทุกวัน 08:00-18:00,<blank>,เชียงราย   ,พาน   ,296 หมู่ 5   ตำบลเมืองพาน อำเภอพาน เชียงราย 57120,เมืองพาน,45,053658211
621,<blank>,<blank>,เพ็ททูเนีย ร้านดอกไม้,<blank>,ทำการทุกวัน 08:00-19:00,<blank>,สุรินทร์   ,เมืองสุรินทร์   ,453/4  ธนสาร ตำบลในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000,ในเมือง   ,21,"044520162,044515232"
622,<blank>,<blank>,ร้าน บุปผาฟลอรีทส์,<blank>,ทำการทุกวัน 07:00-22:00,<blank>,นครศรีธรรมราช   ,เมืองนครราชสีมา,74/76  ท่าโพธิ์   นครศรีธรรมราช 80000,ท่าโพธิ์,63,"075318630,075318625"
623,<blank>,"ดอกไม้สด, จัดช่อ, แจกัน, กระเช้า",อินเตอร์ฟลอร่า รีทรานส์ ไทยแลนด์,<blank>,จันทร์-ศุกร์ 08:00-18:00 เสาร์ 08:00-18:00,<blank>,กรุงเทพมหานคร,วัฒนา ,13 ซอยปุณณวิถี 12 สุขุมวิท 101 แขวงคลองตันเหนือ เขตวัฒนา กทม 10110,คลองตันเหนือ   ,1,022581929
624,022224064,จำหน่าย รับจัดดอกไม้ พวงหรีด แจกัน กระเช้าดอกไม้,ร้าน ออคิด,<blank>,ทำการทุกวัน 08:00-20:00,<blank>,กรุงเทพมหานคร,ป้อมปราบศัตรูพ่าย   ,501  ถนนหลวง แขวงวัดเทพศิรินทร์ เขตป้อมปราบศัตรูพ่าย กทม 10100,วัดเทพศิรินทร์   ,1,"022223308,026218594"
625,<blank>,ร้านดอกไม้,ร้าน มน-มน ฟลาวเวอร์,<blank>,ทำการทุกวัน 09:30-18:30,<blank>,เชียงใหม่   ,เมืองเชียงใหม่   ,42  ราชวงศ์ ตำบลช้างม่อย อำเภอเมืองเชียงใหม่ เชียงใหม่ 50300,ช้างม่อย,38,053232366
626,<blank>,จำหน่าย ดอกไม้สด และดอกไม้ประดิษฐ์ รับจัดดอกไม้และงานใบตองทุกรูปแบบทั้งในและ นอกสถานที่ พร้อมบริการส่งสินค้า,ดอกไม้ แอนด์ ใบตอง,<blank>,ทำการทุกวัน 07:00-22:00,<blank>,นนทบุรี   ,ปากเกร็ด   ,59/7  ติวานนท์ ตำบลปากเกร็ด อำเภอปากเกร็ด นนทบุรี 11120,ปากเกร็ด   ,3,"0896416078,0861825636"
627,<blank>,<blank>,ดอกไม้ แอนด์ ใบตอง,<blank>,<blank>,<blank>,พิษณุโลก   ,เมืองพิษณุโลก   ,สาขา พิษณุโลก 93/4  พญาเสือ ตำบลในเมือง อำเภอเมืองพิษณุโลก พิษณุโลก 65000,ในเมือง   ,52,"0873193205,0869260920"
628,<blank>,"จำหน่ายและรับจัดดอกไม้ ทั้งในและนอกสถานที่ ในงานพิธีต่างๆ, บริการส่ง",พงษ์ยุทธ์ จงแจ่ม แผง,<blank>,ทำการทุกวัน 08:00-18:00,<blank>,กรุงเทพมหานคร,พระนคร,100-23  ตลาดส่งเสริม  บ้านหม้อ แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,บ้านหม้อ   ,1,022243628
629,<blank>,บริการจัดดอกไม้สด แห้งทุกโอกาส/ออกแบบและรับสอนจัดดอกไม้ทุกชนิด จัดดอกไม้ แจกัน ช่อ กระเช้า พวงหรีด พร้อมบริการจัดส่ง/ของขวัญในงานพิธีต่างๆ,แอม ฟลาวเวอร์ แอนด์ กิ๊ฟ,<blank>,<blank>,<blank>,นนทบุรี   ,เมืองนนทบุรี   ,65/4 หมู่ 4  ติวานนท์ ตำบลตลาดขวัญ อำเภอเมืองนนทบุรี นนทบุรี 11000,ตลาดขวัญ   ,3,"029689291,0847259531,0831975975,0899246335"
630,<blank>,จำหน่ายพวงมาลัย ดอกไม้สดและรับจัด,วิศิษฐ์ เกษตรเกรียงไกร แผง,<blank>,ทำการทุกวัน 06:00-22:00,<blank>,กรุงเทพมหานคร,หนองแขม,90/473  ศูนย์การค้าหนองแขม  เพชรเกษม แขวงหนองค้างพลู เขตหนองแขม กทม 10160,หนองแขม   ,1,028121680
631,<blank>,จำหน่ายพวงมาลัย ดอกไม้สดและรับจัด,วิศิษฐ์ เกษตรเกรียงไกร แผง,<blank>,ทำการทุกวัน 06:00-22:00,<blank>,กรุงเทพมหานคร,หนองแขม,53/8 หมู่ 2 หมู่บ้านหรรษา  เพชรเกษม 81 แขวงหนองค้างพลู เขตหนองแขม กทม 10160,หนองแขม   ,1,028120028
632,<blank>,จำหน่ายดอกไม้สด ส่ง,อุดม จันทร์แปลง แผง,<blank>,ทำการทุกวัน 06:00-17:00,<blank>,กรุงเทพมหานคร,จตุจักร,77  กำแพงเพชร แขวงลาดยาว เขตจตุจักร กทม 10900,ลาดยาว,1,026185457
633,<blank>,จำหน่าย รับจัดดอกไม้สด ดอกไม้แห้ง ช่อดอกไม้ กระเช้า พวงหรีด จัดนอกสถานที่ งานพิธีต่าง ๆ จัดส่งทั่ว กรุงเทพ,ร้าน แสงเดือน,<blank>,ทำการทุกวัน 07:00-20:00,<blank>,กรุงเทพมหานคร,จตุจักร,19/1  ประชานิเวศน์ 1 แขวงลาดยาว เขตจตุจักร กทม 10900,จตุจักร   ,1,"025800464,025806708"
634,074351421,<blank>,ร้าน ช่อดอกไม้,<blank>,ทำการทุกวัน 07:00-20:00,<blank>,สงขลา   ,เมืองสงขลา,140/5 ซอย 4 แสงศรี   สงขลา 0,แสงศรี,70,074238462
635,029592676,บริการจัดส่งดอกไม้ทั่วปทุมธานี,ร้าน ออคิด,http://www.orchidflowerspathum.com,ทำการทุกวัน 07:00-19:00,<blank>,ปทุมธานี   ,ธัญบุรี   ,สาขา 2 138-9 ตลาดรังสิต พหลโยธิน ตำบลประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130,รังสิต   ,4,"029592891,0818806819"
636,022436042,บริการขายปลีก-ขายส่ง ดอกไม้สด ทั่วประเทศ เป็นผู้นำเข้าดอกไม้สดจากต่างประเทศ มีแบบให้เลือกมากมายหลากหลายสไตส์ เหมาะกับทุกสถานที่ และเทศกาล มีกลุ่มลูกค้าเป็นผู้มีชื่อเสียงระดับสูงในวงสังคมเมืองไทย,ห้างหุ้นส่วนจำกัด วิรัชออร์ซิเดย์ฟาร์ม,http://www.viratfarm.com,ทำการทุกวัน 07:00-21:00,viratfarm@yahoo.com,กรุงเทพมหานคร,ดุสิต   ,211  ราชวิถี แขวงสวนจิตรลดา เขตดุสิต กทม 10300,สวนจิตรลดา   ,1,"022414340,022410855,022411774,022411192"
637,022713747,รับจัดดอกไม้ทั้งในและนอกสถานที่ บริการส่งถึงที่ และจำหน่ายดอกไม้สด แห้ง รับจัดตามงาน พิธีต่างๆ,ร้าน เวิลด์ฟลอรีส,<blank>,ทำการทุกวัน 07:00-19:00,punkwan@hotmail.com,กรุงเทพมหานคร,พญาไท   ,404/15  พหลโยธิน แขวงสามเสนใน เขตพญาไท กทม 10400,สามเสนใน   ,1,"022713711,022714081"
638,<blank>,รับจัดดอกไม้ ทุกชนิด จัดนอกสถานที่ งานพิธีต่าง ๆ บริการส่งทั่วกรุงเทพ,ลัดดาวรรณ ร้านดอกไม้,<blank>,ทำการทุกวัน 07:30-21:00,<blank>,กรุงเทพมหานคร,หนองแขม,87 หมู่ 2  เพชรเกษม แขวงหนองค้างพลู เขตหนองแขม กทม 10160,หนองแขม   ,1,"024208164,024202161"
639,056261443,จำหน่ายและรับจัดดอกไม้,ร้าน ลิลลี่ดอกไม้สด,<blank>,ทำการทุกวัน 08:00-19:00,<blank>,นครสวรรค์   ,ตาคลี,36/1-2  สารนิธิ์   นครสวรรค์ 0,ตาคลี,47,056261255
640,<blank>,พวงมาลัย กระดาษ,สุพรรณ ธนันชัย แผง,<blank>,ทำการทุกวัน 06:00-17:00,<blank>,เชียงใหม่   ,เมืองเชียงใหม่,136  ตลาดต้นลำใย  วิชยานนท์   เชียงใหม่ 0,ตลาด   ,38,053874109
641,<blank>,ดอกไม้สด,สุรชัย ทองเชื้อ แผง,<blank>,ทำการทุกวัน 04:00-20:00,<blank>,กรุงเทพมหานคร,มีนบุรี   ,77  ตลาดมีนบุรี  สีหบุรานุกิจ แขวงมีนบุรี เขตมีนบุรี กทม 10510,ตลาด   ,1,029186555
642,<blank>,<blank>,อุ้ยฟลอริส,<blank>,ทำการทุกวัน 06:00-20:00,<blank>,สิงห์บุรี   ,เมืองสิงห์บุรี   ,611/4  นายจันทร์หนวดเขี้ยว ตำบลบางพุทรา อำเภอเมืองสิงห์บุรี สิงห์บุรี 16000,สิงห์   ,8,036520712
643,035244156,ขายดอกไม้,รัชนีฟลอรีสท์,<blank>,ทำการทุกวัน 08:00-19:00,<blank>,พระนครศรีอยุธยา   ,เมืองพระนครศรีอยุธยา,ฑ 137/13 หมู่ 8  ป่ามะพร้าว   พระนครศรีอยุธยา 0,ป่ามะพร้าว,5,035252936
644,<blank>,รับจัดดอกไม้ทุกชนิด จัดนอกสถานที่ งานพิธีต่าง ๆ บริการจัดส่งทั่วกรุงเทพ และปริมณฑล,อนงค์นาฏ เตชวุฒิพร แผง,<blank>,ทำการทุกวัน 08:00-20:00,<blank>,กรุงเทพมหานคร,คลองสาน,82/2 ซอยวุฒิ 13 ลาดหญ้า แขวงคลองสาน เขตคลองสาน กทม 10600,คลองสาน   ,1,024381809
645,<blank>,รับจัดดอกไม้ทุกชนิด จัดนอกสถานที่ งานพิธีต่าง ๆ บริการจัดส่งทั่วกรุงเทพ และปริมณฑล,อนงค์นาฏ เตชวุฒิพร แผง,<blank>,ทำการทุกวัน 08:00-20:00,<blank>,กรุงเทพมหานคร,คลองสาน,64-6 ซอยวุฒิศึกษา ลาดหญ้า แขวงคลองสาน เขตคลองสาน กทม 10600,คลองสาน   ,1,024373364
646,<blank>,จำหน่ายดอกไม้สดและรับจัดดอกไม้,อุดม ผ่องประภา แผง,<blank>,ทำการทุกวัน 00:00-24:00,<blank>,กรุงเทพมหานคร,พระนคร,69  ตลาดส่งเสริมเกษตรไทย  จักรเพชร แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,ตลาด   ,1,"022232525,022210058"
647,<blank>,<blank>,ร้าน น้องโก้,<blank>,ทำการทุกวัน 08:00-20:00,<blank>,เชียงใหม่   ,สันป่าตอง,647/8 หมู่ 1  เชียงใหม่-ฮอด  อำเภอสันป่าตอง เชียงใหม่ 50120,บ้านกลาง,38,"053311210,053824401"
648,<blank>,จำหน่ายและรับจัดดอกไม้สด แห้ง จัดพวงหรีด รับทั้งในและนอกสถานที่ งานพิธีต่างๆ บริการส่งฟรีทั่วปทุมธานี,รุ่งอนันต์ ดา ฟลาวเวอร์ช็อป,<blank>,ทำการทุกวัน 08:00-20:00,<blank>,ปทุมธานี   ,ธัญบุรี   ,129  ศูนย์การค้าตลาดรังสิต   ตำบลประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี 12130,รังสิต   ,4,"029592966,0898257150"
649,<blank>,ขายดอกไม้,มานะ ทองธรรมชาติ แผง,<blank>,ทำการทุกวัน 07:00-17:00,<blank>,ชลบุรี   ,วัดโบสถ์   ,21 หมู่ 5   ตำบลวัดโบสถ์ อำเภอพนัสนิคม ชลบุรี 20140,วัดโบสถ์,11,038740364
650,<blank>,<blank>,นงนาฏ นันท์ดำ แผง,<blank>,ทำการทุกวัน 05:00-15:00,<blank>,ประจวบคีรีขันธ์   ,ปราณบุรี   ,4 หมู่ 2 ตลาดฉัตรแก้ว   ตำบลเขาน้อย อำเภอปราณบุรี ประจวบคีรีขันธ์ 77120,เขาน้อย   ,62,032621034
651,<blank>,ร้านดอกไม้,เอ บี ซี แผง,<blank>,ทำการทุกวัน 07:00-15:00,<blank>,ระยอง   ,เมืองระยอง   ,ตลาดสดแม่แดง  ถนนทุ่งกระต่าย ตำบลท่าประดู่ อำเภอเมืองระยอง ระยอง 21000,ตลาด   ,12,038613776
652,<blank>,จำหน่ายดอกไม้สด ทั้งดอกไม้ไทยและดอกไม้ ต่างประเทศ ปลีก ส่ง,เมธิณี ฟุ้งศรีวิโรจน์ แผง,<blank>,ทำการทุกวัน 05:30-22:00,<blank>,ปทุมธานี   ,ลำลูกกา   ,11-4  ตลาดสี่มุมเมือง 6  พหลโยธิน 77 ตำบลคูคต อำเภอลำลูกกา ปทุมธานี 12130,ลำลูกกา   ,4,029920638
653,<blank>,ร้านดอกไม้,ดอกไม้เจ๊ซา,<blank>,ทำการทุกวัน 06:00-18:00,<blank>,จันทบุรี   ,เมืองจันทบุรี   ,ตลาดน้ำพุ  ถนนศรีรองเมือง ตำบลวัดใหม่ อำเภอเมืองจันทบุรี จันทบุรี 22000,ตลาด   ,13,039311530
654,038792244,จำหน่ายผลไม้ต่างประเทศทุกชนิดตามฤดูกาล ลูกพลับ ส้ม แอปเปิ้ล สาลี มันสเปน ทับทิมสเปน อินทผลัม ชมพู่นอก ขนมญี่ปุ่น ขนมต่างประเทศ รับจัดกระเช้าของขวัญในเทศกาลวันเกิด / กระเช้าเกษียณอายุ / กระเช้าอวยพรเทศกาลต่างๆ กระเช้าปีใหม่ กระเช้าวันเกิด,ร้าน บุปผชาติ,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,ชลบุรี   ,เมืองชลบุรี   ,81/8  วชิรปราการ ตำบลบางปลาสร้อย อำเภอเมืองชลบุรี ชลบุรี 20000,บางปลาสร้อย   ,11,"038285299,0818052249"
655,<blank>,จำหน่ายผลไม้ต่างประเทศทุกชนิดตามฤดูกาล ลูกพลับ ส้ม แอปเปิ้ล สาลี มันสเปน ทับทิมสเปน อินทผลัม ชมพู่นอก ขนมญี่ปุ่น ขนมต่างประเทศ รับจัดกระเช้าของขวัญในเทศกาลวันเกิด / กระเช้าเกษียณอายุ / กระเช้าอวยพรเทศกาลต่างๆ กระเช้าปีใหม่ กระเช้าวันเกิด,ร้าน บุปผชาติ,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,ชลบุรี   ,เมืองชลบุรี   ,สาขาถนนพระยาสัจจา   ตำบลบางปลาสร้อย อำเภอเมืองชลบุรี ชลบุรี 20000,บางปลาสร้อย   ,11,"038455362,0846777333"
656,<blank>,รับจัดดอกไม้,อำนวย แซ่ตั๊น แผง,<blank>,ทำการทุกวัน 09:00-18:00,<blank>,ขอนแก่น   ,เทพา   ,150/3  เทพารักษ์ ตำบลในเมือง อำเภอเมืองขอนแก่น ขอนแก่น 40000,ในเมือง   ,28,043334292
657,<blank>,<blank>,ร้าน นกฟลอรีสท์,<blank>,ทำการทุกวัน 07:00-20:00,<blank>,นครศรีธรรมราช   ,ทุ่งสง   ,14  ประสานมิตร ตำบลปากแพรก อำเภอทุ่งสง นครศรีธรรมราช 80110,ปากแทรก,63,0816060216
658,<blank>,<blank>,พวงแสด ร้านดอกไม้,<blank>,ทำการทุกวัน 07:00-18:00,<blank>,นครศรีธรรมราช   ,เมืองนครศรีธรรมราช   ,1069/1  ยมราช ตำบลคลัง อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000,คลัง,63,075314255
659,076234812,"จำหน่ายปลีก-ส่ง, ดอกไม้สด-แห้ง อุปกรณ์ดอกไม้ รับจัดดอกไม้งานพิธีต่างๆ ทั้งในและนอกสถานที่",ร้าน ดอกไม้ยุพา,<blank>,จันทร์-ศุกร์ 08:00-18:00 เสาร์ 08:00-18:00 อาทิตย์ 08:00-13:00,pink_pingpong@hotmail.com,ภูเก็ต   ,เมืองภูเก็ต   ,79/16-7  วิชิตสงคราม ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต ภูเก็ต 83000,ตลาด   ,66,"076224232,076234485"
660,<blank>,<blank>,ร้าน ปาริชาต ดอกไม้,<blank>,จันทร์-ศุกร์ 08:00-18:00 เสาร์ 08:00-18:00,<blank>,นครศรีธรรมราช   ,เมืองนครศรีธรรมราช   ,1175 น  กะโรม ตำบลคลัง อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000,คลัง,63,075346715
661,074351215,<blank>,ร้าน บ้านดอกไม้,<blank>,จันทร์-ศุกร์ 07:30-20:00 เสาร์ 07:30-20:00 อาทิตย์ 07:30-12:00,<blank>,สงขลา   ,หาดใหญ่   ,221  ศุภสารรังสรรค์  อำเภอหาดใหญ่ สงขลา 90110,หาดใหญ่   ,70,"074237930,074351215"
662,022484250,จำหน่ายดอกไม้/พวงหรีด งามประดิษฐ์ฝีมือทั่วไป และรับจัดดอกไม้สด แห้ง ทั้งในและนอก สถานที่ ตามงานพิธีต่างๆ และบริการส่ง,มัลลิกา ร้านดอกไม้,<blank>,ทำการทุกวัน 06:00-20:00,<blank>,กรุงเทพมหานคร,บางเขน   ,249/13 หมู่ 8  พหลโยธิน แขวงอนุสาวรีย์ เขตบางเขน กทม 10220,อนุสาวรีย์,1,025214005
663,<blank>,จำหน่ายดอกไม้และรับจัดช่อ นอกสถานที่,ร้าน วิมลวรรณดอกไม้,<blank>,ทำการทุกวัน 08:00-21:00,<blank>,ชลบุรี   ,ศรีราชา   ,384  สุรศักดิ์สงวน ตำบลศรีราชา อำเภอศรีราชา ชลบุรี 20110,ศรีราชา   ,11,"038313711,038772443,0813547961"
664,<blank>,"จำหน่ายดอกไม้, รับจัดดอกไม้",จิรภา เฮงมี แผง,<blank>,ทำการทุกวัน 06:00-20:00,<blank>,ชลบุรี   ,ศรีราชา   ,ตลาดศรีราชา   ตำบลสุรศักดิ์ อำเภอศรีราชา ชลบุรี 20110,ตลาด   ,11,038313839
665,<blank>,"จำหน่ายดอกไม้, รับจัดดอกไม้",จิรภา เฮงมี แผง,<blank>,ทำการทุกวัน 06:00-20:00,<blank>,ชลบุรี   ,ศรีราชา   ,50/23 หมู่ 2   ตำบลสุรศักดิ์ อำเภอศรีราชา ชลบุรี 20110,สุรศักดิ์,11,038312997
666,<blank>,ใบตองกล้วยตานี,สุนีย์ เมืองมีศรี แผง,<blank>,ทำการทุกวัน 04:00-12:00,<blank>,กรุงเทพมหานคร,พระนคร,144  จักรเพชร แขวงวังบูรพาภิรมย์ เขตพระนคร กทม 10200,วังบูรพาภิรมย์   ,1,022215725
